ID_Vendita,Nome_Produttore,Cognome_Produttore,Tipo_Prodotto,Nome_Prodotto,Quantita,unita_misura,Prezzo_Totale,Data_Ora,Nome_cliente,Cognome_cliente,Genere,Data_Nascita
615,Lesya,Stuckley,Agricolo,Noci,3.40,Kg,48.52,"2025-10-12 11:48:22",Simonne,Brosi,F,1964-10-21
915,Lesya,Stuckley,Agricolo,Noci,3.40,Kg,48.52,"2025-10-12 11:48:22",Simonne,Brosi,F,1964-10-21
284,Richmond,Koschke,Agricolo,"Burro chiarificato",4.48,Kg,30.96,"2024-07-17 11:25:13",Eryn,Sherrocks,F,1961-05-19
684,Richmond,Koschke,Agricolo,"Burro chiarificato",4.48,L,30.96,"2024-07-17 16:25:13",Eryn,Sherrocks,F,1961-05-19
984,Richmond,Koschke,Agricolo,"Burro chiarificato",4.48,L,30.96,"2024-07-17 11:25:13",Eryn,Sherrocks,F,1961-05-19
1179,Richmond,Koschke,Agricolo,"Burro chiarificato",2.44,Kg,22.81,"2025-12-15 17:23:43",Clayborn,Center,"Preferisco non specificare",NULL
32,Richmond,Koschke,Agricolo,"Formaggio ovino",1.58,Kg,11.58,"2023-08-17 11:14:14",Wittie,Mille,"Preferisco non specificare",2006-12-04
432,Richmond,Koschke,Agricolo,"Formaggio ovino",1.58,Kg,11.58,"2023-08-17 11:14:14",Wittie,Mille,"Preferisco non specificare",2006-12-04
732,Richmond,Koschke,Agricolo,"Formaggio ovino",1.58,Kg,11.58,"2023-08-17 09:14:14",Wittie,Mille,"Preferisco non specificare",2006-12-04
1126,Richmond,Koschke,"Derivato Animale","Salame al vino rosso",1.50,Kg,10.58,"2025-05-15 13:08:07",Thaine,Pendlington,Altro,1984-08-05
167,Richmond,Koschke,"Derivato Animale",Speck,0.69,Kg,15.14,"2026-02-18 13:23:06",Delia,Hirjak,Altro,1995-09-21
567,Richmond,Koschke,"Derivato Animale",Speck,0.69,Kg,15.14,"2026-02-18 13:23:06",Delia,Hirjak,Altro,1995-09-21
867,Richmond,Koschke,"Derivato Animale",Speck,0.69,Kg,15.14,"2026-02-18 13:23:06",Delia,Hirjak,Altro,1995-09-21
363,Richmond,Koschke,"Derivato Animale","Siero di latte",2.72,L,50.43,"2026-01-11 19:33:59",Antonina,Rooksby,Altro,1959-08-01
1095,Richmond,Koschke,"Derivato Animale","Siero di latte",3.98,L,91.18,"2024-12-17 18:10:30",Kipper,Caldairou,"Preferisco non specificare",2002-08-21
249,Richmond,Koschke,Agricolo,Grano,4.00,Kg,32.80,"2024-10-31 16:13:46",Harrietta,Aloshechkin,Altro,NULL
649,Richmond,Koschke,Agricolo,Grano,4.00,Kg,32.80,"2024-10-31 16:13:46",Harrietta,Aloshechkin,Altro,NULL
949,Richmond,Koschke,Agricolo,Grano,4.00,Kg,32.80,"2024-10-31 16:13:46",Harrietta,Aloshechkin,Altro,NULL
1067,Richmond,Koschke,Agricolo,Grano,181.65,Kg,515.72,"2025-03-17 17:21:18",Wendy,Givens,"Preferisco non specificare",NULL
1170,Richmond,Koschke,Agricolo,"Pasta secca",1.58,Kg,8.35,"2024-02-09 09:00:33",Aloise,Faivre,"Preferisco non specificare",1998-12-04
142,Richmond,Koschke,Agricolo,"Verdure fresche",4.25,Kg,42.03,"2023-09-21 08:30:58",Antone,Ingman,Altro,1949-08-22
542,Richmond,Koschke,Agricolo,"Verdure fresche",4.25,Kg,42.03,"2023-09-21 08:30:58",Antone,Ingman,Altro,1949-08-22
842,Richmond,Koschke,Agricolo,"Verdure fresche",4.25,Kg,42.03,"2023-09-21 08:30:58",Antone,Ingman,Altro,1949-08-22
1113,Richmond,Koschke,Agricolo,"Verdure fresche",90.28,Kg,643.35,"2024-08-24 10:54:03",Izak,Targe,"Preferisco non specificare",1981-11-03
180,Richmond,Koschke,"Derivato Animale","Verdure grigliate",0.63,Kg,6.56,"2024-08-10 12:48:09",Mohandas,Congdon,"Preferisco non specificare",1954-06-17
580,Richmond,Koschke,"Derivato Animale","Verdure grigliate",0.63,Kg,6.56,"2024-08-10 12:48:09",Mohandas,Congdon,"Preferisco non specificare",1954-06-17
880,Richmond,Koschke,"Derivato Animale","Verdure grigliate",0.63,Kg,6.56,"2024-08-10 12:48:09",Mohandas,Congdon,"Preferisco non specificare",1954-06-17
1176,Richmond,Koschke,"Derivato Animale","Verdure grigliate",168.16,Kg,398.95,"2024-11-03 10:52:27",Sharona,Woodhams,Altro,1949-12-26
1186,Richmond,Koschke,"Derivato Animale","Verdure grigliate",101.85,Kg,497.71,"2026-02-22 18:28:37",Darn,Shurville,Altro,1981-10-07
210,Richmond,Koschke,Agricolo,"Verdure sott’aceto",3.56,Kg,23.32,"2026-03-06 12:22:47",Hogan,Roscrigg,M,1961-09-09
345,Richmond,Koschke,Agricolo,"Verdure sott’aceto",4.00,Kg,26.20,"2024-08-10 11:15:31",Kenna,Rioch,F,1950-07-10
610,Richmond,Koschke,Agricolo,"Verdure sott’aceto",3.56,Kg,23.32,"2026-03-06 12:22:47",Hogan,Roscrigg,M,1961-09-09
910,Richmond,Koschke,Agricolo,"Verdure sott’aceto",3.56,Kg,23.32,"2026-03-06 12:22:47",Hogan,Roscrigg,M,1961-09-09
1052,Richmond,Koschke,Agricolo,"Verdure sott’aceto",2.00,Pezzi,31.42,"2023-11-19 16:37:12",Douglas,Tebbet,M,1977-02-15
5,Richmond,Koschke,Agricolo,"Verdure fermentate",1.44,Kg,11.95,"2025-07-17 08:36:06",Ramon,Newton,M,1951-12-22
132,Richmond,Koschke,Agricolo,"Verdure fermentate",4.34,Kg,36.02,"2025-09-01 13:45:55",Finley,Grugerr,M,1992-08-21
224,Richmond,Koschke,Agricolo,"Verdure fermentate",0.63,Kg,5.23,"2025-06-26 15:55:55",Uriah,Villaron,NULL,2000-03-18
405,Richmond,Koschke,Agricolo,"Verdure fermentate",1.44,Kg,11.95,"2025-07-17 17:36:06",Ramon,Newton,M,1951-12-22
532,Richmond,Koschke,Agricolo,"Verdure fermentate",4.34,Kg,36.02,"2025-09-01 13:45:55",Finley,Grugerr,M,1992-08-21
624,Richmond,Koschke,Agricolo,"Verdure fermentate",0.63,Kg,5.23,"2025-06-26 15:55:55",Uriah,Villaron,NULL,2000-03-18
705,Richmond,Koschke,Agricolo,"Verdure fermentate",1.44,Kg,11.95,"2025-07-17 18:36:06",Ramon,Newton,M,1951-12-22
832,Richmond,Koschke,Agricolo,"Verdure fermentate",4.34,Kg,36.02,"2025-09-01 13:45:55",Finley,Grugerr,M,1992-08-21
924,Richmond,Koschke,Agricolo,"Verdure fermentate",0.63,Kg,5.23,"2025-06-26 15:55:55",Uriah,Villaron,NULL,2000-03-18
1134,Richmond,Koschke,Agricolo,"Verdure fermentate",117.40,Kg,215.93,"2023-05-12 09:37:24",Juliana,Paty,NULL,1952-03-09
1047,Richmond,Koschke,Agricolo,Cipolle,150.04,Kg,873.38,"2023-10-14 11:25:46",Douglas,Tebbet,M,1977-02-15
183,Richmond,Koschke,Agricolo,Radicchio,4.87,Kg,132.32,"2025-11-24 17:12:25",Hogan,Roscrigg,M,1961-09-09
583,Richmond,Koschke,Agricolo,Radicchio,4.87,Kg,132.32,"2025-11-24 17:12:25",Hogan,Roscrigg,M,1961-09-09
883,Richmond,Koschke,Agricolo,Radicchio,4.87,Kg,132.32,"2025-11-24 17:12:25",Hogan,Roscrigg,M,1961-09-09
1144,Richmond,Koschke,Agricolo,Radicchio,166.31,Kg,712.09,"2025-11-22 08:03:31",Randie,Genge,M,1999-02-25
108,Richmond,Koschke,Agricolo,"Frutta secca",4.04,Kg,74.82,"2024-11-08 15:16:56",Damiano,Sharratt,NULL,NULL
508,Richmond,Koschke,Agricolo,"Frutta secca",4.04,Kg,74.82,"2024-11-08 14:16:56",Damiano,Sharratt,NULL,NULL
808,Richmond,Koschke,Agricolo,"Frutta secca",4.04,Kg,74.82,"2024-11-08 11:16:56",Damiano,Sharratt,NULL,NULL
1012,Richmond,Koschke,Agricolo,Pere,6.00,Pezzi,58.25,"2023-07-10 15:56:41",Gonzales,Restall,M,1990-05-05
278,Richmond,Koschke,Agricolo,"Cereali tostati",1.81,Kg,4.40,"2024-07-21 16:16:06",Graehme,Benjamin,M,1973-02-16
678,Richmond,Koschke,Agricolo,"Cereali tostati",1.81,Kg,4.40,"2024-07-21 16:16:06",Graehme,Benjamin,M,1973-02-16
978,Richmond,Koschke,Agricolo,"Cereali tostati",1.81,Kg,4.40,"2024-07-21 19:16:06",Graehme,Benjamin,M,1973-02-16
1030,Richmond,Koschke,Agricolo,"Cereali tostati",1.00,Pezzi,7.61,"2025-10-28 18:57:06",Sharona,Woodhams,Altro,1949-12-26
1107,Richmond,Koschke,Agricolo,"Cereali tostati",2.00,Pezzi,30.61,"2024-08-22 12:03:44",Adolph,Bagg,M,1967-12-17
115,Richmond,Koschke,Agricolo,"Purea di frutta",4.03,Kg,38.97,"2025-04-29 15:06:54",Claiborn,Raymen,M,1988-10-19
308,Richmond,Koschke,Agricolo,"Purea di frutta",4.13,L,39.94,"2024-07-14 15:08:07",Elena,Aubry,F,1944-07-27
515,Richmond,Koschke,Agricolo,"Purea di frutta",4.03,Kg,38.97,"2025-04-29 16:06:54",Claiborn,Raymen,M,1988-10-19
815,Richmond,Koschke,Agricolo,"Purea di frutta",4.03,Kg,38.97,"2025-04-29 12:06:54",Claiborn,Raymen,M,1988-10-19
1064,Richmond,Koschke,Agricolo,"Succo concentrato",4.62,L,87.08,"2024-09-25 11:24:06",Sharona,Woodhams,Altro,1949-12-26
380,Clayborne,Lainton,"Derivato Animale","Latte senza lattosio",1.39,L,9.42,"2024-10-19 09:01:11",Marian,Niemetz,NULL,1981-07-21
1045,Clayborne,Lainton,"Derivato Animale","Latte senza lattosio",3.86,L,96.54,"2023-04-13 18:53:36",Randie,Genge,M,1999-02-25
1054,Clayborne,Lainton,"Derivato Animale","Latte senza lattosio",2.98,L,63.22,"2025-05-25 15:58:37",Fanechka,Fearnyough,F,1963-07-06
257,Clayborne,Lainton,"Derivato Animale","Yogurt alla vaniglia",5.00,Kg,16.00,"2024-05-30 14:06:47",Allx,Aingel,M,1956-10-29
657,Clayborne,Lainton,"Derivato Animale","Yogurt alla vaniglia",5.00,Kg,16.00,"2024-05-30 12:06:47",Allx,Aingel,M,1956-10-29
957,Clayborne,Lainton,"Derivato Animale","Yogurt alla vaniglia",5.00,Kg,16.00,"2024-05-30 14:06:47",Allx,Aingel,M,1956-10-29
331,Clayborne,Lainton,"Derivato Animale","Ricotta con cacao",4.60,Kg,82.80,"2023-09-15 15:45:47",Else,Dunnett,Altro,1945-01-05
1154,Clayborne,Lainton,"Derivato Animale","Ricotta con cacao",2.13,Kg,10.74,"2024-04-08 15:48:34",Shelagh,Saffin,M,1955-07-28
84,Clayborne,Lainton,"Derivato Animale",Scamorza,3.58,Kg,90.25,"2023-02-07 17:32:10",Axel,Jozsika,M,1978-06-24
484,Clayborne,Lainton,"Derivato Animale",Scamorza,3.58,Kg,90.25,"2023-02-07 17:32:10",Axel,Jozsika,M,1978-06-24
784,Clayborne,Lainton,"Derivato Animale",Scamorza,3.58,Kg,90.25,"2023-02-07 11:32:10",Axel,Jozsika,M,1978-06-24
1122,Clayborne,Lainton,"Derivato Animale",Scamorza,9.00,Pezzi,95.36,"2025-02-25 11:26:38",Roxana,Leeds,F,1994-10-01
1040,Clayborne,Lainton,"Derivato Animale","Carne caprina",68.43,Kg,365.97,"2025-12-04 12:18:55",Verney,Artus,M,1974-03-28
185,Clayborne,Lainton,"Derivato Animale","Carne lavorata",3.00,Kg,20.25,"2025-11-24 17:12:25",Hogan,Roscrigg,M,1961-09-09
585,Clayborne,Lainton,"Derivato Animale","Carne lavorata",3.00,Kg,20.25,"2025-11-24 17:12:25",Hogan,Roscrigg,M,1961-09-09
885,Clayborne,Lainton,"Derivato Animale","Carne lavorata",3.00,Kg,20.25,"2025-11-24 17:12:25",Hogan,Roscrigg,M,1961-09-09
1013,Clayborne,Lainton,"Derivato Animale","Carne lavorata",132.18,Kg,864.22,"2025-12-03 08:51:52",Mathew,Gravenell,NULL,2004-02-06
1037,Clayborne,Lainton,"Derivato Animale","Carne lavorata",126.26,Kg,396.76,"2026-01-17 12:25:51",Gena,Huscroft,NULL,2005-09-01
1074,Clayborne,Lainton,"Derivato Animale","Polpette con spezie",4.00,Pezzi,90.71,"2024-12-08 14:44:46",Upton,Beggi,M,1944-08-16
1036,Clayborne,Lainton,Agricolo,"Pasta ripiena vegetale",7.37,Kg,17.26,"2025-10-31 15:44:42",Izak,Targe,"Preferisco non specificare",1981-11-03
219,Clayborne,Lainton,Agricolo,Biscotti,10.00,Pezzi,38.50,"2024-03-30 12:48:08",Muire,Raoux,NULL,1943-04-24
619,Clayborne,Lainton,Agricolo,Biscotti,10.00,Pezzi,38.50,"2024-03-30 12:48:08",Muire,Raoux,NULL,1943-04-24
919,Clayborne,Lainton,Agricolo,Biscotti,10.00,Pezzi,38.50,"2024-03-30 12:48:08",Muire,Raoux,NULL,1943-04-24
370,Clayborne,Lainton,Agricolo,"Dolci da forno",6.00,Pezzi,160.32,"2023-09-12 13:28:03",Willa,Kilner,Altro,1972-01-24
1015,Clayborne,Lainton,Agricolo,"Dolci da forno",9.00,Pezzi,102.86,"2023-10-25 15:10:17",Sonny,Grocott,M,1992-05-06
324,Clayborne,Lainton,Agricolo,"Succo di agrumi",3.62,L,12.38,"2023-10-24 16:21:14",Van,Langrick,Altro,1942-11-27
1042,Clayborne,Lainton,Agricolo,Confettura,2.96,Kg,16.96,"2023-11-19 19:57:55",Heather,Dumpleton,"Preferisco non specificare",1978-04-11
227,Clayborne,Lainton,Agricolo,"Salsa piccante",4.00,L,118.92,"2024-04-12 11:16:15",Cinderella,Caffin,"Preferisco non specificare",1982-01-06
627,Clayborne,Lainton,Agricolo,"Salsa piccante",4.00,L,118.92,"2024-04-12 11:16:15",Cinderella,Caffin,"Preferisco non specificare",1982-01-06
927,Clayborne,Lainton,Agricolo,"Salsa piccante",4.00,L,118.92,"2024-04-12 11:16:15",Cinderella,Caffin,"Preferisco non specificare",1982-01-06
351,Clayborne,Lainton,Agricolo,"Verdure surgelate",0.52,Pezzi,12.40,"2025-08-18 11:58:15",Maximo,Gannaway,M,NULL
221,Clayborne,Lainton,Agricolo,Pomodori,3.57,Kg,63.51,"2024-03-30 12:48:08",Muire,Raoux,NULL,1943-04-24
317,Clayborne,Lainton,Agricolo,Pomodori,5.00,Pezzi,88.95,"2026-04-04 13:02:33",Celestine,Capron,Altro,1987-12-31
621,Clayborne,Lainton,Agricolo,Pomodori,3.57,Kg,63.51,"2024-03-30 12:48:08",Muire,Raoux,NULL,1943-04-24
921,Clayborne,Lainton,Agricolo,Pomodori,3.57,Kg,63.51,"2024-03-30 12:48:08",Muire,Raoux,NULL,1943-04-24
302,Clayborne,Lainton,Agricolo,Patate,4.35,Kg,113.80,"2025-04-08 08:20:36",Koo,Dring,M,1968-10-09
382,Clayborne,Lainton,Agricolo,Patate,4.29,Kg,112.23,"2025-04-11 08:01:08",Lily,Axford,Altro,1994-03-27
113,Clayborne,Lainton,Agricolo,"Frutta essiccata",5.00,Kg,147.50,"2026-02-19 13:13:20",Marian,Niemetz,NULL,1981-07-21
513,Clayborne,Lainton,Agricolo,"Frutta essiccata",5.00,Kg,147.50,"2026-02-19 14:13:20",Marian,Niemetz,NULL,1981-07-21
813,Clayborne,Lainton,Agricolo,"Frutta essiccata",5.00,Kg,147.50,"2026-02-19 14:13:20",Marian,Niemetz,NULL,1981-07-21
1094,Clayborne,Lainton,Agricolo,"Frutta essiccata",7.86,Kg,13.19,"2024-08-27 14:56:45",Harlene,Cartlidge,F,1941-03-25
279,Clayborne,Lainton,Agricolo,"Frutta sciroppata",3.38,Kg,74.77,"2025-09-18 14:36:15",Taber,Chandlar,NULL,1992-06-09
679,Clayborne,Lainton,Agricolo,"Frutta sciroppata",3.38,Pezzi,74.77,"2025-09-18 09:36:15",Taber,Chandlar,NULL,1992-06-09
979,Clayborne,Lainton,Agricolo,"Frutta sciroppata",3.38,Pezzi,74.77,"2025-09-18 10:36:15",Taber,Chandlar,NULL,1992-06-09
253,Clayborne,Lainton,Agricolo,"Snack vegetali",3.00,Kg,23.13,"2024-10-31 16:13:46",Harrietta,Aloshechkin,Altro,NULL
653,Clayborne,Lainton,Agricolo,"Snack vegetali",3.00,Pezzi,23.13,"2024-10-31 16:13:46",Harrietta,Aloshechkin,Altro,NULL
953,Clayborne,Lainton,Agricolo,"Snack vegetali",3.00,Kg,23.13,"2024-10-31 16:13:46",Harrietta,Aloshechkin,Altro,NULL
1121,Clayborne,Lainton,Agricolo,"Snack vegetali",187.37,Kg,530.20,"2025-09-30 15:50:45",Celinka,Mourgue,Altro,1946-07-13
1198,Si,Tinwell,"Derivato Animale","Latte crudo",2.39,L,14.84,"2025-04-22 19:27:02",Harlene,Cartlidge,F,1941-03-25
34,Si,Tinwell,"Derivato Animale",Burro,3.23,Kg,54.26,"2023-08-17 11:14:14",Wittie,Mille,"Preferisco non specificare",2006-12-04
434,Si,Tinwell,"Derivato Animale",Burro,3.23,Kg,54.26,"2023-08-17 11:14:14",Wittie,Mille,"Preferisco non specificare",2006-12-04
734,Si,Tinwell,"Derivato Animale",Burro,3.23,Kg,54.26,"2023-08-17 09:14:14",Wittie,Mille,"Preferisco non specificare",2006-12-04
223,Si,Tinwell,"Derivato Animale","Yogurt alla vaniglia",0.91,Kg,2.91,"2025-06-26 15:55:55",Uriah,Villaron,NULL,2000-03-18
623,Si,Tinwell,"Derivato Animale","Yogurt alla vaniglia",0.91,Kg,2.91,"2025-06-26 15:55:55",Uriah,Villaron,NULL,2000-03-18
923,Si,Tinwell,"Derivato Animale","Yogurt alla vaniglia",0.91,Kg,2.91,"2025-06-26 15:55:55",Uriah,Villaron,NULL,2000-03-18
1021,Si,Tinwell,"Derivato Animale","Yogurt alla vaniglia",6.46,Kg,40.22,"2023-01-14 12:10:41",Coriss,Tunnick,Altro,1947-11-15
28,Si,Tinwell,"Derivato Animale","Carne suina",3.00,Kg,62.31,"2024-07-03 14:10:20",Simonne,Brosi,F,1964-10-21
428,Si,Tinwell,"Derivato Animale","Carne suina",3.00,Kg,62.31,"2024-07-03 14:10:20",Simonne,Brosi,F,1964-10-21
728,Si,Tinwell,"Derivato Animale","Carne suina",3.00,Kg,62.31,"2024-07-03 14:10:20",Simonne,Brosi,F,1964-10-21
1128,Si,Tinwell,"Derivato Animale","Carne suina",180.91,Kg,510.08,"2023-01-26 18:49:12",Darn,Shurville,Altro,1981-10-07
194,Si,Tinwell,"Derivato Animale","Carne con erbe aromatiche",2.46,Kg,103.32,"2023-06-17 11:47:29",Zulema,Dabrowski,F,1959-01-14
594,Si,Tinwell,"Derivato Animale","Carne con erbe aromatiche",2.46,Kg,103.32,"2023-06-17 11:47:29",Zulema,Dabrowski,F,1959-01-14
894,Si,Tinwell,"Derivato Animale","Carne con erbe aromatiche",2.46,Kg,103.32,"2023-06-17 11:47:29",Zulema,Dabrowski,F,1959-01-14
250,Si,Tinwell,"Derivato Animale",Salame,5.00,Kg,23.10,"2024-10-31 16:13:46",Harrietta,Aloshechkin,Altro,NULL
273,Si,Tinwell,"Derivato Animale",Salame,4.69,Kg,21.67,"2023-07-21 08:26:34",Willa,Kilner,Altro,1972-01-24
283,Si,Tinwell,"Derivato Animale",Salame,4.00,Kg,18.48,"2025-09-18 14:36:15",Taber,Chandlar,NULL,1992-06-09
650,Si,Tinwell,"Derivato Animale",Salame,5.00,Kg,23.10,"2024-10-31 16:13:46",Harrietta,Aloshechkin,Altro,NULL
673,Si,Tinwell,"Derivato Animale",Salame,4.69,Kg,21.67,"2023-07-21 08:26:34",Willa,Kilner,Altro,1972-01-24
683,Si,Tinwell,"Derivato Animale",Salame,4.00,Kg,18.48,"2025-09-18 09:36:15",Taber,Chandlar,NULL,1992-06-09
950,Si,Tinwell,"Derivato Animale",Salame,5.00,Kg,23.10,"2024-10-31 16:13:46",Harrietta,Aloshechkin,Altro,NULL
973,Si,Tinwell,"Derivato Animale",Salame,4.69,Kg,21.67,"2023-07-21 08:26:34",Willa,Kilner,Altro,1972-01-24
983,Si,Tinwell,"Derivato Animale",Salame,4.00,Kg,18.48,"2025-09-18 10:36:15",Taber,Chandlar,NULL,1992-06-09
196,Si,Tinwell,"Derivato Animale",Hamburger,9.00,Pezzi,96.39,"2025-06-21 10:10:08",Paco,Keighly,NULL,1942-02-05
197,Si,Tinwell,"Derivato Animale",Hamburger,6.00,Pezzi,64.26,"2025-06-21 10:10:08",Paco,Keighly,NULL,1942-02-05
596,Si,Tinwell,"Derivato Animale",Hamburger,9.00,Pezzi,96.39,"2025-06-21 10:10:08",Paco,Keighly,NULL,1942-02-05
597,Si,Tinwell,"Derivato Animale",Hamburger,6.00,Pezzi,64.26,"2025-06-21 10:10:08",Paco,Keighly,NULL,1942-02-05
896,Si,Tinwell,"Derivato Animale",Hamburger,9.00,Pezzi,96.39,"2025-06-21 10:10:08",Paco,Keighly,NULL,1942-02-05
897,Si,Tinwell,"Derivato Animale",Hamburger,6.00,Pezzi,64.26,"2025-06-21 10:10:08",Paco,Keighly,NULL,1942-02-05
19,Si,Tinwell,"Derivato Animale",Polpette,9.00,Pezzi,240.66,"2023-08-10 15:31:48",Rainer,Balkwill,M,1955-11-07
419,Si,Tinwell,"Derivato Animale",Polpette,9.00,Pezzi,240.66,"2023-08-10 15:31:48",Rainer,Balkwill,M,1955-11-07
719,Si,Tinwell,"Derivato Animale",Polpette,9.00,Pezzi,240.66,"2023-08-10 15:31:48",Rainer,Balkwill,M,1955-11-07
1124,Si,Tinwell,"Derivato Animale",Polpette,5.00,Pezzi,124.01,"2025-02-25 11:50:10",Shelagh,Saffin,M,1955-07-28
24,Si,Tinwell,"Derivato Animale","Polpette con verdure",10.00,Pezzi,120.00,"2024-05-17 17:29:07",Lolly,Abramzon,"Preferisco non specificare",1995-06-08
424,Si,Tinwell,"Derivato Animale","Polpette con verdure",10.00,Pezzi,120.00,"2024-05-17 17:29:07",Lolly,Abramzon,"Preferisco non specificare",1995-06-08
724,Si,Tinwell,"Derivato Animale","Polpette con verdure",10.00,Pezzi,120.00,"2024-05-17 17:29:07",Lolly,Abramzon,"Preferisco non specificare",1995-06-08
200,Si,Tinwell,"Derivato Animale","Miele di acacia",5.00,Kg,146.35,"2025-02-25 18:51:20",Collin,Spenley,M,1998-06-21
600,Si,Tinwell,"Derivato Animale","Miele di acacia",5.00,Kg,146.35,"2025-02-25 14:51:20",Collin,Spenley,M,1998-06-21
900,Si,Tinwell,"Derivato Animale","Miele di acacia",5.00,Kg,146.35,"2025-02-25 19:51:20",Collin,Spenley,M,1998-06-21
15,Si,Tinwell,"Derivato Animale","Siero di latte",3.00,L,55.62,"2025-06-06 09:33:27",Andriette,Cardero,NULL,1964-08-10
37,Si,Tinwell,"Derivato Animale","Siero di latte",3.00,L,55.62,"2024-07-27 08:16:22",Andriette,Cardero,NULL,1964-08-10
190,Si,Tinwell,"Derivato Animale","Siero di latte",4.06,L,75.27,"2025-09-22 17:40:21",Claiborn,Raymen,M,1988-10-19
415,Si,Tinwell,"Derivato Animale","Siero di latte",3.00,L,55.62,"2025-06-06 15:33:27",Andriette,Cardero,NULL,1964-08-10
437,Si,Tinwell,"Derivato Animale","Siero di latte",3.00,L,55.62,"2024-07-27 08:16:22",Andriette,Cardero,NULL,1964-08-10
590,Si,Tinwell,"Derivato Animale","Siero di latte",4.06,L,75.27,"2025-09-22 17:40:21",Claiborn,Raymen,M,1988-10-19
715,Si,Tinwell,"Derivato Animale","Siero di latte",3.00,L,55.62,"2025-06-06 18:33:27",Andriette,Cardero,NULL,1964-08-10
737,Si,Tinwell,"Derivato Animale","Siero di latte",3.00,L,55.62,"2024-07-27 08:16:22",Andriette,Cardero,NULL,1964-08-10
890,Si,Tinwell,"Derivato Animale","Siero di latte",4.06,L,75.27,"2025-09-22 17:40:21",Claiborn,Raymen,M,1988-10-19
1033,Si,Tinwell,"Derivato Animale","Siero di latte",2.33,L,60.12,"2024-02-18 10:24:12",Rozina,Bonome,"Preferisco non specificare",NULL
1103,Si,Tinwell,"Derivato Animale","Siero di latte",0.51,L,5.76,"2025-05-31 16:11:20",Osbourn,Blackey,"Preferisco non specificare",1952-05-20
1189,Si,Tinwell,"Derivato Animale","Crema di formaggio al peperoncino",6.87,Kg,22.69,"2023-04-16 09:35:11",Myca,Diemer,Altro,1944-07-10
1080,Si,Tinwell,"Derivato Animale","Gelato al latte",1.79,L,46.99,"2024-04-15 17:49:27",Fanechka,Fearnyough,F,1963-07-06
293,Si,Tinwell,Agricolo,"Pane alle erbe aromatiche",7.00,Pezzi,35.00,"2025-09-14 10:42:59",Damiano,Sharratt,NULL,NULL
693,Si,Tinwell,Agricolo,"Pane alle erbe aromatiche",7.00,Pezzi,35.00,"2025-09-14 10:42:59",Damiano,Sharratt,NULL,NULL
993,Si,Tinwell,Agricolo,"Pane alle erbe aromatiche",7.00,Pezzi,35.00,"2025-09-14 10:42:59",Damiano,Sharratt,NULL,NULL
313,Si,Tinwell,Agricolo,"Olio extravergine",2.05,L,27.37,"2024-05-29 10:00:42",Gwenore,Haslock(e),NULL,NULL
152,Si,Tinwell,Agricolo,"Succo di frutta",4.18,L,25.00,"2025-07-01 17:28:00",Lawrence,Smetoun,"Preferisco non specificare",1971-09-27
335,Si,Tinwell,Agricolo,"Succo di frutta",2.00,L,11.96,"2023-07-18 16:45:20",Chalmers,Tooze,M,1997-09-27
552,Si,Tinwell,Agricolo,"Succo di frutta",4.18,L,25.00,"2025-07-01 17:28:00",Lawrence,Smetoun,"Preferisco non specificare",1971-09-27
852,Si,Tinwell,Agricolo,"Succo di frutta",4.18,L,25.00,"2025-07-01 17:28:00",Lawrence,Smetoun,"Preferisco non specificare",1971-09-27
1108,Si,Tinwell,Agricolo,"Succo di frutta",4.96,L,56.08,"2023-04-03 14:12:34",Norri,Petters,M,1960-03-26
1150,Si,Tinwell,Agricolo,"Succo di frutta",2.65,L,65.73,"2025-05-12 15:25:54",Liesa,Lamming,F,1992-09-13
70,Si,Tinwell,Agricolo,"Confettura con spezie",3.00,Kg,24.00,"2025-03-07 09:57:41",Fremont,Backson,M,NULL
470,Si,Tinwell,Agricolo,"Confettura con spezie",3.00,Kg,24.00,"2025-03-07 09:57:41",Fremont,Backson,M,NULL
770,Si,Tinwell,Agricolo,"Confettura con spezie",3.00,Kg,24.00,"2025-03-07 09:57:41",Fremont,Backson,M,NULL
43,Si,Tinwell,Agricolo,"Verdure fresche",2.84,Kg,28.09,"2026-02-21 19:29:08",Gwenore,Haslock(e),NULL,NULL
443,Si,Tinwell,Agricolo,"Verdure fresche",2.84,Kg,28.09,"2026-02-21 19:29:08",Gwenore,Haslock(e),NULL,NULL
743,Si,Tinwell,Agricolo,"Verdure fresche",2.84,Kg,28.09,"2026-02-21 18:29:08",Gwenore,Haslock(e),NULL,NULL
1050,Si,Tinwell,Agricolo,"Verdure fresche",164.13,Kg,863.14,"2025-04-05 11:28:07",Osbourn,Blackey,"Preferisco non specificare",1952-05-20
193,Si,Tinwell,Agricolo,"Insalata pronta con condimento",2.61,Kg,15.66,"2024-10-20 18:34:45",Aridatha,Duxfield,Altro,1953-03-05
593,Si,Tinwell,Agricolo,"Insalata pronta con condimento",2.61,Kg,15.66,"2024-10-20 18:34:45",Aridatha,Duxfield,Altro,1953-03-05
893,Si,Tinwell,Agricolo,"Insalata pronta con condimento",2.61,Kg,15.66,"2024-10-20 18:34:45",Aridatha,Duxfield,Altro,1953-03-05
303,Si,Tinwell,Agricolo,Lattuga,3.45,Kg,99.64,"2025-04-08 08:20:36",Koo,Dring,M,1968-10-09
